CheckId,ElementId,Category,FamilyName,TypeName,Level,ParameterName,CurrentValue,RuleId,RuleName,Severity,Status,FixGuide,DetectedAt,SourceFile,ModelName
CHK-0089,301.0,Doors,SD,はと小屋,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0090,301.0,Doors,SD,はと小屋,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0091,301.0,Doors,SD,はと小屋,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0092,301.0,Doors,SD,はと小屋,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0093,401.0,Doors,SD,門扉南,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0094,401.0,Doors,SD,門扉南,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0095,401.0,Doors,SD,門扉南,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0096,401.0,Doors,SD,門扉南,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0097,402.0,Doors,SD,門扉西,,BIM_ModelRole,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0098,402.0,Doors,SD,門扉西,,BIM_Zone,,R-001,必須パラメータ未入力,High,Open,該当要素に必要な BIM_ModelRole または BIM_Zone を入力する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0099,402.0,Doors,SD,門扉西,,BIM_ClassificationCode,,R-002,分類コード未入力,High,Open,分類コード表に従い、BIM_ClassificationCode を入力する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
CHK-0100,402.0,Doors,SD,門扉西,,FamilyName,SD,R-003,ファミリ命名規則違反,Medium,Open,命名規則に従い、カテゴリ・用途・識別情報が分かるファミリ名へ修正する,2026-05-30 13:53:02,door_schedule_SD_export_test_v001.txt,BIM_Quality_Check_Sample_Model_R2024_v001
